OrderID,Product Code,ProductName,QuantityPerUnit,OrderDate,ShippedDate,RequiredDate,Cutomer Name,Customer Country,Customer City,Shipper Name,EmployeeID,FirstName,LastName,Title,TitleOfCourtesy,Sales Quantity,Sales Price
10627,73,Röd Kaviar,24 - 150 g jars,11/08/2019,21/08/2019,22/09/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,35,15
10628,1,Chai,10 boxes x 20 bags,12/08/2019,20/08/2019,09/09/2019,Blondesddsl père et fils,France,Strasbourg,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,25,18
10629,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,12/08/2019,20/08/2019,09/09/2019,Godos Cocina Típica,Spain,Sevilla,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,20,123.79
10629,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,12/08/2019,20/08/2019,09/09/2019,Godos Cocina Típica,Spain,Sevilla,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,9,33.25
10630,55,Pâté chinois,24 boxes x 2 pies,13/08/2019,19/08/2019,10/09/2019,Königlich Essen,Germany,Brandenburg,United Package,1,Nancy,Davolio,Sales Representative,Ms.,12,24
10630,76,Lakkalikööri,500 ml,13/08/2019,19/08/2019,10/09/2019,Königlich Essen,Germany,Brandenburg,United Package,1,Nancy,Davolio,Sales Representative,Ms.,35,18
10631,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,14/08/2019,15/08/2019,11/09/2019,La maison d'Asie,France,Toulouse,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,8,7.75
10632,2,Chang,24 - 12 oz bottles,14/08/2019,19/08/2019,11/09/2019,Die Wandernde Kuh,Germany,Stuttgart,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,30,19
10632,33,Geitost,500 g,14/08/2019,19/08/2019,11/09/2019,Die Wandernde Kuh,Germany,Stuttgart,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,20,2.5
10633,12,Queso Manchego La Pastora,10 - 500 g pkgs.,15/08/2019,18/08/2019,12/09/2019,Ernst Handel,Austria,Graz,Federal Shipping,7,Robert,King,Sales Representative,Mr.,36,38
10633,13,Konbu,2 kg box,15/08/2019,18/08/2019,12/09/2019,Ernst Handel,Austria,Graz,Federal Shipping,7,Robert,King,Sales Representative,Mr.,13,6
10633,26,Gumbär Gummibärchen,100 - 250 g bags,15/08/2019,18/08/2019,12/09/2019,Ernst Handel,Austria,Graz,Federal Shipping,7,Robert,King,Sales Representative,Mr.,35,31.23
10633,62,Tarte au sucre,48 pies,15/08/2019,18/08/2019,12/09/2019,Ernst Handel,Austria,Graz,Federal Shipping,7,Robert,King,Sales Representative,Mr.,80,49.3
10634,7,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,15/08/2019,21/08/2019,12/09/2019,Folies gourmandes,France,Lille,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,35,30
10634,18,Carnarvon Tigers,16 kg pkg.,15/08/2019,21/08/2019,12/09/2019,Folies gourmandes,France,Lille,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,50,62.5
10634,51,Manjimup Dried Apples,50 - 300 g pkgs.,15/08/2019,21/08/2019,12/09/2019,Folies gourmandes,France,Lille,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,15,53
10634,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,15/08/2019,21/08/2019,12/09/2019,Folies gourmandes,France,Lille,Federal Shipping,4,Margaret,Peacock,Sales Representative,Mrs.,2,7.75
10635,4,Chef Anton's Cajun Seasoning,48 - 6 oz jars,18/08/2019,21/08/2019,15/09/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,10,22
10635,5,Chef Anton's Gumbo Mix,36 boxes,18/08/2019,21/08/2019,15/09/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,15,21.35
10635,22,Gustaf's Knäckebröd,24 - 500 g pkgs.,18/08/2019,21/08/2019,15/09/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,40,21
10636,4,Chef Anton's Cajun Seasoning,48 - 6 oz jars,19/08/2019,26/08/2019,16/09/2019,Wartian Herkku,Finland,Oulu,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,25,22
10636,58,Escargots de Bourgogne,24 pieces,19/08/2019,26/08/2019,16/09/2019,Wartian Herkku,Finland,Oulu,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,6,13.25
10637,11,Queso Cabrales,1 kg pkg.,19/08/2019,26/08/2019,16/09/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,10,21
10637,50,Valkoinen suklaa,12 - 100 g bars,19/08/2019,26/08/2019,16/09/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,25,16.25
10637,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,19/08/2019,26/08/2019,16/09/2019,Queen Cozinha,Brazil,Sao Paulo,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,60,38
10638,45,Rogede sild,1k pkg.,20/08/2019,01/09/2019,17/09/2019,LINO-Delicateses,Venezuela,I. de Margarita,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,20,9.5
10638,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,20/08/2019,01/09/2019,17/09/2019,LINO-Delicateses,Venezuela,I. de Margarita,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,21,21.05
10638,72,Mozzarella di Giovanni,24 - 200 g pkgs.,20/08/2019,01/09/2019,17/09/2019,LINO-Delicateses,Venezuela,I. de Margarita,Speedy Express,3,Janet,Leverling,Sales Representative,Ms.,60,34.8
10639,18,Carnarvon Tigers,16 kg pkg.,20/08/2019,27/08/2019,17/09/2019,Santé Gourmet,Norway,Stavern,Federal Shipping,7,Robert,King,Sales Representative,Mr.,8,62.5
10640,69,Gudbrandsdalsost,10 kg pkg.,21/08/2019,28/08/2019,18/09/2019,Die Wandernde Kuh,Germany,Stuttgart,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,20,36
10640,70,Outback Lager,24 - 355 ml bottles,21/08/2019,28/08/2019,18/09/2019,Die Wandernde Kuh,Germany,Stuttgart,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,15,15
10641,2,Chang,24 - 12 oz bottles,22/08/2019,26/08/2019,19/09/2019,HILARION-Abastos,Venezuela,San Cristóbal,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,50,19
10641,40,Boston Crab Meat,24 - 4 oz tins,22/08/2019,26/08/2019,19/09/2019,HILARION-Abastos,Venezuela,San Cristóbal,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,60,18.4
10642,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,22/08/2019,05/09/2019,19/09/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,7,Robert,King,Sales Representative,Mr.,30,10
10642,61,Sirop d'érable,24 - 500 ml bottles,22/08/2019,05/09/2019,19/09/2019,Simons bistro,Denmark,Kobenhavn,Federal Shipping,7,Robert,King,Sales Representative,Mr.,20,28.5
10643,28,Rössle Sauerkraut,25 - 825 g cans,25/08/2019,02/09/2019,22/09/2019,Alfreds Futterkiste,Germany,Berlin,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,15,45.6
10643,39,Chartreuse verte,750 cc per bottle,25/08/2019,02/09/2019,22/09/2019,Alfreds Futterkiste,Germany,Berlin,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,21,18
10643,46,Spegesild,4 - 450 g glasses,25/08/2019,02/09/2019,22/09/2019,Alfreds Futterkiste,Germany,Berlin,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,2,12
10644,18,Carnarvon Tigers,16 kg pkg.,25/08/2019,01/09/2019,22/09/2019,Wellington Importadora,Brazil,Resende,United Package,3,Janet,Leverling,Sales Representative,Ms.,4,62.5
10644,43,Ipoh Coffee,16 - 500 g tins,25/08/2019,01/09/2019,22/09/2019,Wellington Importadora,Brazil,Resende,United Package,3,Janet,Leverling,Sales Representative,Ms.,20,46
10644,46,Spegesild,4 - 450 g glasses,25/08/2019,01/09/2019,22/09/2019,Wellington Importadora,Brazil,Resende,United Package,3,Janet,Leverling,Sales Representative,Ms.,21,12
10645,18,Carnarvon Tigers,16 kg pkg.,26/08/2019,02/09/2019,23/09/2019,Hanari Carnes,Brazil,Rio de Janeiro,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,20,62.5
10645,36,Inlagd Sill,24 - 250 g  jars,26/08/2019,02/09/2019,23/09/2019,Hanari Carnes,Brazil,Rio de Janeiro,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,15,19
10646,1,Chai,10 boxes x 20 bags,27/08/2019,03/09/2019,08/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,15,18
10646,10,Ikura,12 - 200 ml jars,27/08/2019,03/09/2019,08/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,18,31
10646,71,Flotemysost,10 - 500 g pkgs.,27/08/2019,03/09/2019,08/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,30,21.5
10646,77,Original Frankfurter grüne Soße,12 boxes,27/08/2019,03/09/2019,08/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,9,Anne,Dodsworth,Sales Representative,Ms.,35,13
10647,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,27/08/2019,03/09/2019,10/09/2019,Que Delícia,Brazil,Rio de Janeiro,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,30,9.2
10647,39,Chartreuse verte,750 cc per bottle,27/08/2019,03/09/2019,10/09/2019,Que Delícia,Brazil,Rio de Janeiro,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,20,18
10648,22,Gustaf's Knäckebröd,24 - 500 g pkgs.,28/08/2019,09/09/2019,09/10/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,United Package,5,Steven,Buchanan,Sales Manager,Mr.,15,21
10648,24,Guaraná Fantástica,12 - 355 ml cans,28/08/2019,09/09/2019,09/10/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,United Package,5,Steven,Buchanan,Sales Manager,Mr.,15,4.5
10649,28,Rössle Sauerkraut,25 - 825 g cans,28/08/2019,29/08/2019,25/09/2019,Maison Dewey,Belgium,Bruxelles,Federal Shipping,5,Steven,Buchanan,Sales Manager,Mr.,20,45.6
10649,72,Mozzarella di Giovanni,24 - 200 g pkgs.,28/08/2019,29/08/2019,25/09/2019,Maison Dewey,Belgium,Bruxelles,Federal Shipping,5,Steven,Buchanan,Sales Manager,Mr.,15,34.8
10650,30,Nord-Ost Matjeshering,10 - 200 g glasses,29/08/2019,03/09/2019,26/09/2019,Familia Arquibaldo,Brazil,Sao Paulo,Federal Shipping,5,Steven,Buchanan,Sales Manager,Mr.,30,25.89
10650,53,Perth Pasties,48 pieces,29/08/2019,03/09/2019,26/09/2019,Familia Arquibaldo,Brazil,Sao Paulo,Federal Shipping,5,Steven,Buchanan,Sales Manager,Mr.,25,32.8
10650,54,Tourtière,16 pies,29/08/2019,03/09/2019,26/09/2019,Familia Arquibaldo,Brazil,Sao Paulo,Federal Shipping,5,Steven,Buchanan,Sales Manager,Mr.,30,7.45
10651,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,01/09/2019,11/09/2019,29/09/2019,Die Wandernde Kuh,Germany,Stuttgart,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,12,9.2
10651,22,Gustaf's Knäckebröd,24 - 500 g pkgs.,01/09/2019,11/09/2019,29/09/2019,Die Wandernde Kuh,Germany,Stuttgart,United Package,8,Laura,Callahan,Inside Sales Coordinator,Ms.,20,21
10652,30,Nord-Ost Matjeshering,10 - 200 g glasses,01/09/2019,08/09/2019,29/09/2019,Gourmet Lanchonetes,Brazil,Campinas,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,2,25.89
10652,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,01/09/2019,08/09/2019,29/09/2019,Gourmet Lanchonetes,Brazil,Campinas,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,20,14
10653,16,Pavlova,32 - 500 g boxes,02/09/2019,19/09/2019,30/09/2019,Frankenversand,Germany,München,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,30,17.45
10653,60,Camembert Pierrot,15 - 300 g rounds,02/09/2019,19/09/2019,30/09/2019,Frankenversand,Germany,München,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,20,34
10654,4,Chef Anton's Cajun Seasoning,48 - 6 oz jars,02/09/2019,11/09/2019,30/09/2019,Berglunds snabbköp,Sweden,Luleå,Speedy Express,5,Steven,Buchanan,Sales Manager,Mr.,12,22
10654,39,Chartreuse verte,750 cc per bottle,02/09/2019,11/09/2019,30/09/2019,Berglunds snabbköp,Sweden,Luleå,Speedy Express,5,Steven,Buchanan,Sales Manager,Mr.,20,18
10654,54,Tourtière,16 pies,02/09/2019,11/09/2019,30/09/2019,Berglunds snabbköp,Sweden,Luleå,Speedy Express,5,Steven,Buchanan,Sales Manager,Mr.,6,7.45
10655,41,Jack's New England Clam Chowder,12 - 12 oz cans,03/09/2019,11/09/2019,01/10/2019,Reggiani Caseifici,Italy,Reggio Emilia,United Package,1,Nancy,Davolio,Sales Representative,Ms.,20,9.65
10656,14,Tofu,40 - 100 g pkgs.,04/09/2019,10/09/2019,02/10/2019,Great Lakes Food Market,USA,Eugene,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,3,23.25
10656,44,Gula Malacca,20 - 2 kg bags,04/09/2019,10/09/2019,02/10/2019,Great Lakes Food Market,USA,Eugene,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,28,19.45
10656,47,Zaanse koeken,10 - 4 oz boxes,04/09/2019,10/09/2019,02/10/2019,Great Lakes Food Market,USA,Eugene,Speedy Express,6,Michael,Suyama,Sales Representative,Mr.,6,9.5
10657,15,Genen Shouyu,24 - 250 ml bottles,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,50,15.5
10657,41,Jack's New England Clam Chowder,12 - 12 oz cans,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,24,9.65
10657,46,Spegesild,4 - 450 g glasses,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,45,12
10657,47,Zaanse koeken,10 - 4 oz boxes,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,10,9.5
10657,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,45,38
10657,60,Camembert Pierrot,15 - 300 g rounds,04/09/2019,15/09/2019,02/10/2019,Save-a-lot Markets,USA,Boise,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,34
10658,21,Sir Rodney's Scones,24 pkgs. x 4 pieces,05/09/2019,08/09/2019,03/10/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,60,10
10658,40,Boston Crab Meat,24 - 4 oz tins,05/09/2019,08/09/2019,03/10/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,70,18.4
10658,60,Camembert Pierrot,15 - 300 g rounds,05/09/2019,08/09/2019,03/10/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,55,34
10658,77,Original Frankfurter grüne Soße,12 boxes,05/09/2019,08/09/2019,03/10/2019,QUICK-Stop,Germany,Cunewalde,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,70,13
10659,31,Gorgonzola Telino,12 - 100 g pkgs,05/09/2019,10/09/2019,03/10/2019,Queen Cozinha,Brazil,Sao Paulo,United Package,7,Robert,King,Sales Representative,Mr.,20,12.5
10659,40,Boston Crab Meat,24 - 4 oz tins,05/09/2019,10/09/2019,03/10/2019,Queen Cozinha,Brazil,Sao Paulo,United Package,7,Robert,King,Sales Representative,Mr.,24,18.4
10659,70,Outback Lager,24 - 355 ml bottles,05/09/2019,10/09/2019,03/10/2019,Queen Cozinha,Brazil,Sao Paulo,United Package,7,Robert,King,Sales Representative,Mr.,40,15
10660,20,Sir Rodney's Marmalade,30 gift boxes,08/09/2019,15/10/2019,06/10/2019,Hungry Coyote Import Store,USA,Elgin,Speedy Express,8,Laura,Callahan,Inside Sales Coordinator,Ms.,21,81
10661,39,Chartreuse verte,750 cc per bottle,09/09/2019,15/09/2019,07/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,7,Robert,King,Sales Representative,Mr.,3,18
10661,58,Escargots de Bourgogne,24 pieces,09/09/2019,15/09/2019,07/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,Federal Shipping,7,Robert,King,Sales Representative,Mr.,49,13.25
10662,68,Scottish Longbreads,10 boxes x 8 pieces,09/09/2019,18/09/2019,07/10/2019,Lonesome Pine Restaurant,USA,Portland,United Package,3,Janet,Leverling,Sales Representative,Ms.,10,12.5
10663,40,Boston Crab Meat,24 - 4 oz tins,10/09/2019,03/10/2019,24/09/2019,Bon app',France,Marseille,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,18.4
10663,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,10/09/2019,03/10/2019,24/09/2019,Bon app',France,Marseille,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,14
10663,51,Manjimup Dried Apples,50 - 300 g pkgs.,10/09/2019,03/10/2019,24/09/2019,Bon app',France,Marseille,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,20,53
10664,10,Ikura,12 - 200 ml jars,10/09/2019,19/09/2019,08/10/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,24,31
10664,56,Gnocchi di nonna Alice,24 - 250 g pkgs.,10/09/2019,19/09/2019,08/10/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,12,38
10664,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,10/09/2019,19/09/2019,08/10/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,15,21.05
10665,51,Manjimup Dried Apples,50 - 300 g pkgs.,11/09/2019,17/09/2019,09/10/2019,Lonesome Pine Restaurant,USA,Portland,United Package,1,Nancy,Davolio,Sales Representative,Ms.,20,53
10665,59,Raclette Courdavault,5 kg pkg.,11/09/2019,17/09/2019,09/10/2019,Lonesome Pine Restaurant,USA,Portland,United Package,1,Nancy,Davolio,Sales Representative,Ms.,1,55
10665,76,Lakkalikööri,500 ml,11/09/2019,17/09/2019,09/10/2019,Lonesome Pine Restaurant,USA,Portland,United Package,1,Nancy,Davolio,Sales Representative,Ms.,10,18
10666,29,Thüringer Rostbratwurst,50 bags x 30 sausgs.,12/09/2019,22/09/2019,10/10/2019,Richter Supermarkt,Switzerland,Genève,United Package,7,Robert,King,Sales Representative,Mr.,36,123.79
10666,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,12/09/2019,22/09/2019,10/10/2019,Richter Supermarkt,Switzerland,Genève,United Package,7,Robert,King,Sales Representative,Mr.,10,21.05
10667,69,Gudbrandsdalsost,10 kg pkg.,12/09/2019,19/09/2019,10/10/2019,Ernst Handel,Austria,Graz,Speedy Express,7,Robert,King,Sales Representative,Mr.,45,36
10667,71,Flotemysost,10 - 500 g pkgs.,12/09/2019,19/09/2019,10/10/2019,Ernst Handel,Austria,Graz,Speedy Express,7,Robert,King,Sales Representative,Mr.,14,21.5
10668,31,Gorgonzola Telino,12 - 100 g pkgs,15/09/2019,23/09/2019,13/10/2019,Die Wandernde Kuh,Germany,Stuttgart,United Package,1,Nancy,Davolio,Sales Representative,Ms.,8,12.5
10668,55,Pâté chinois,24 boxes x 2 pies,15/09/2019,23/09/2019,13/10/2019,Die Wandernde Kuh,Germany,Stuttgart,United Package,1,Nancy,Davolio,Sales Representative,Ms.,4,24
10668,64,Wimmers gute Semmelknödel,20 bags x 4 pieces,15/09/2019,23/09/2019,13/10/2019,Die Wandernde Kuh,Germany,Stuttgart,United Package,1,Nancy,Davolio,Sales Representative,Ms.,15,33.25
10669,36,Inlagd Sill,24 - 250 g  jars,15/09/2019,22/09/2019,13/10/2019,Simons bistro,Denmark,Kobenhavn,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,30,19
10670,23,Tunnbröd,12 - 250 g pkgs.,16/09/2019,18/09/2019,14/10/2019,Frankenversand,Germany,München,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,32,9
10670,46,Spegesild,4 - 450 g glasses,16/09/2019,18/09/2019,14/10/2019,Frankenversand,Germany,München,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,60,12
10670,67,Laughing Lumberjack Lager,24 - 12 oz bottles,16/09/2019,18/09/2019,14/10/2019,Frankenversand,Germany,München,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,25,14
10670,73,Röd Kaviar,24 - 150 g jars,16/09/2019,18/09/2019,14/10/2019,Frankenversand,Germany,München,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,50,15
10670,75,Rhönbräu Klosterbier,24 - 0.5 l bottles,16/09/2019,18/09/2019,14/10/2019,Frankenversand,Germany,München,Speedy Express,4,Margaret,Peacock,Sales Representative,Mrs.,25,7.75
10671,16,Pavlova,32 - 500 g boxes,17/09/2019,24/09/2019,15/10/2019,France restauration,France,Nantes,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,10,17.45
10671,62,Tarte au sucre,48 pies,17/09/2019,24/09/2019,15/10/2019,France restauration,France,Nantes,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,10,49.3
10671,65,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,17/09/2019,24/09/2019,15/10/2019,France restauration,France,Nantes,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,12,21.05
10672,38,Côte de Blaye,12 - 75 cl bottles,17/09/2019,26/09/2019,01/10/2019,Berglunds snabbköp,Sweden,Luleå,United Package,9,Anne,Dodsworth,Sales Representative,Ms.,15,263.5
10672,71,Flotemysost,10 - 500 g pkgs.,17/09/2019,26/09/2019,01/10/2019,Berglunds snabbköp,Sweden,Luleå,United Package,9,Anne,Dodsworth,Sales Representative,Ms.,12,21.5
10673,16,Pavlova,32 - 500 g boxes,18/09/2019,19/09/2019,16/10/2019,Wilman Kala,Finland,Helsinki,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,3,17.45
10673,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,18/09/2019,19/09/2019,16/10/2019,Wilman Kala,Finland,Helsinki,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,6,14
10673,43,Ipoh Coffee,16 - 500 g tins,18/09/2019,19/09/2019,16/10/2019,Wilman Kala,Finland,Helsinki,Speedy Express,2,Andrew,Fuller,"Vice President, Sales",Dr.,6,46
10674,23,Tunnbröd,12 - 250 g pkgs.,18/09/2019,30/09/2019,16/10/2019,Island Trading,UK,Cowes,United Package,4,Margaret,Peacock,Sales Representative,Mrs.,5,9
10675,14,Tofu,40 - 100 g pkgs.,19/09/2019,23/09/2019,17/10/2019,Frankenversand,Germany,München,United Package,5,Steven,Buchanan,Sales Manager,Mr.,30,23.25
10675,53,Perth Pasties,48 pieces,19/09/2019,23/09/2019,17/10/2019,Frankenversand,Germany,München,United Package,5,Steven,Buchanan,Sales Manager,Mr.,10,32.8
10675,58,Escargots de Bourgogne,24 pieces,19/09/2019,23/09/2019,17/10/2019,Frankenversand,Germany,München,United Package,5,Steven,Buchanan,Sales Manager,Mr.,30,13.25
10676,10,Ikura,12 - 200 ml jars,22/09/2019,29/09/2019,20/10/2019,Tortuga Restaurante,Mexico,México D.F.,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,2,31
10676,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,22/09/2019,29/09/2019,20/10/2019,Tortuga Restaurante,Mexico,México D.F.,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,7,9.2
10676,44,Gula Malacca,20 - 2 kg bags,22/09/2019,29/09/2019,20/10/2019,Tortuga Restaurante,Mexico,México D.F.,United Package,2,Andrew,Fuller,"Vice President, Sales",Dr.,21,19.45
10677,26,Gumbär Gummibärchen,100 - 250 g bags,22/09/2019,26/09/2019,20/10/2019,Antonio Moreno Taquería,Mexico,México D.F.,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,30,31.23
10677,33,Geitost,500 g,22/09/2019,26/09/2019,20/10/2019,Antonio Moreno Taquería,Mexico,México D.F.,Federal Shipping,1,Nancy,Davolio,Sales Representative,Ms.,8,2.5
10678,12,Queso Manchego La Pastora,10 - 500 g pkgs.,23/09/2019,16/10/2019,21/10/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,7,Robert,King,Sales Representative,Mr.,100,38
10678,33,Geitost,500 g,23/09/2019,16/10/2019,21/10/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,7,Robert,King,Sales Representative,Mr.,30,2.5
10678,41,Jack's New England Clam Chowder,12 - 12 oz cans,23/09/2019,16/10/2019,21/10/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,7,Robert,King,Sales Representative,Mr.,120,9.65
10678,54,Tourtière,16 pies,23/09/2019,16/10/2019,21/10/2019,Save-a-lot Markets,USA,Boise,Federal Shipping,7,Robert,King,Sales Representative,Mr.,30,7.45
10679,59,Raclette Courdavault,5 kg pkg.,23/09/2019,30/09/2019,21/10/2019,Blondesddsl père et fils,France,Strasbourg,Federal Shipping,8,Laura,Callahan,Inside Sales Coordinator,Ms.,12,55
10680,16,Pavlova,32 - 500 g boxes,24/09/2019,26/09/2019,22/10/2019,Old World Delicatessen,USA,Anchorage,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,50,17.45
10680,31,Gorgonzola Telino,12 - 100 g pkgs,24/09/2019,26/09/2019,22/10/2019,Old World Delicatessen,USA,Anchorage,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,20,12.5
10680,42,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,24/09/2019,26/09/2019,22/10/2019,Old World Delicatessen,USA,Anchorage,Speedy Express,1,Nancy,Davolio,Sales Representative,Ms.,40,14
10681,19,Teatime Chocolate Biscuits,10 boxes x 12 pieces,25/09/2019,30/09/2019,23/10/2019,Great Lakes Food Market,USA,Eugene,Federal Shipping,3,Janet,Leverling,Sales Representative,Ms.,30,9.2
